"","x"
"cell1768","CD34+CD45RA-CLEC12A+"
"cell1769","CD34+CD45RA-CLEC12A-"
"cell1770","CD34+CD45RA-CLEC12A-"
"cell1771","CD34+CD45RA-CLEC12A-"
"cell1772","CD34+CD45RA-CLEC12A-"
"cell1773","CD34+CD45RA-CLEC12A-"
"cell1774","CD34+CD45RA+CLEC12A-"
"cell1775","CD34+CD45RA+CLEC12A+"
"cell1776","CD34+CD45RA-CLEC12A-"
"cell1777","CD34+CD45RA+CLEC12A-"
"cell1778","CD34+CD45RA-CLEC12A-"
"cell1779","CD34+CD45RA+CLEC12A-"
"cell1780","CD34+CD45RA-CLEC12A-"
"cell1781","CD34+CD45RA-CLEC12A-"
"cell1782","CD34+CD45RA-CLEC12A-"
"cell1783","CD34+CD45RA-CLEC12A-"
"cell1784","CD34+CD45RA-CLEC12A-"
"cell1785","CD34+CD45RA+CLEC12A-"
"cell1787","CD34+CD45RA+CLEC12A-"
"cell1788","CD34+CD45RA-CLEC12A-"
"cell1789","CD34+CD45RA+CLEC12A-"
"cell1790","CD34+CD45RA+CLEC12A-"
"cell1791","CD34+CD45RA-CLEC12A-"
"cell1792","CD34+CD45RA-CLEC12A-"
"cell1793","CD34+CD45RA-CLEC12A-"
"cell1794","CD34+CD45RA-CLEC12A-"
"cell1795","CD34+CD45RA+CLEC12A-"
"cell1796","CD34+CD45RA-CLEC12A-"
"cell1797","CD34+CD45RA-CLEC12A-"
"cell1798","CD34+CD45RA+CLEC12A-"
"cell1799","CD34+CD45RA-CLEC12A-"
"cell1800","CD34+CD45RA-CLEC12A-"
"cell1801","CD34+CD45RA-CLEC12A-"
"cell1802","CD34+CD45RA+CLEC12A-"
"cell1803","CD34+CD45RA-CLEC12A-"
"cell1804","CD34+CD45RA-CLEC12A-"
"cell1805","CD34+CD45RA+CLEC12A-"
"cell1806","CD34+CD45RA-CLEC12A-"
"cell1807","CD34+CD45RA-CLEC12A+"
"cell1808","CD34+CD45RA-CLEC12A+"
"cell1809","CD34+CD45RA-CLEC12A-"
"cell1810","CD34+CD45RA+CLEC12A-"
"cell1811","CD34+CD45RA+CLEC12A-"
"cell1812","CD34+CD45RA-CLEC12A-"
"cell1813","CD34+CD45RA-CLEC12A-"
"cell1815","CD34+CD45RA-CLEC12A-"
"cell1816","CD34+CD45RA-CLEC12A-"
"cell1817","CD34+CD45RA+CLEC12A-"
"cell1818","CD34+CD45RA-CLEC12A+"
"cell1819","CD34+CD45RA-CLEC12A-"
"cell1820","CD34+CD45RA-CLEC12A-"
"cell1821","CD34+CD45RA-CLEC12A-"
"cell1822","CD34+CD45RA+CLEC12A-"
"cell1823","CD34+CD45RA-CLEC12A-"
"cell1824","CD34+CD45RA-CLEC12A-"
"cell1825","CD34+CD45RA+CLEC12A-"
"cell1826","CD34+CD45RA-CLEC12A-"
"cell1827","CD34+CD45RA-CLEC12A-"
"cell1828","CD34+CD45RA-CLEC12A-"
"cell1829","CD34+CD45RA-CLEC12A-"
"cell1830","CD34+CD45RA+CLEC12A-"
"cell1831","CD34+CD45RA+CLEC12A-"
"cell1832","CD34+CD45RA+CLEC12A+"
"cell1833","CD34+CD45RA-CLEC12A-"
"cell1834","CD34+CD45RA-CLEC12A-"
"cell1835","CD34+CD45RA-CLEC12A+"
"cell1836","CD34+CD45RA+CLEC12A-"
"cell1837","CD34+CD45RA-CLEC12A-"
"cell1838","CD34+CD45RA-CLEC12A-"
"cell1839","CD34+CD45RA-CLEC12A-"
"cell1840","CD34+CD45RA-CLEC12A-"
"cell1841","CD34+CD45RA-CLEC12A-"
"cell1843","CD34+CD45RA-CLEC12A-"
"cell1844","CD34+CD45RA-CLEC12A-"
"cell1845","CD34+CD45RA-CLEC12A-"
"cell1846","CD34+CD45RA-CLEC12A-"
"cell1847","CD34+CD45RA-CLEC12A-"
"cell1848","CD34+CD45RA-CLEC12A+"
"cell1849","CD34+CD45RA-CLEC12A-"
"cell1850","CD34+CD45RA-CLEC12A-"
"cell1851","CD34+CD45RA+CLEC12A+"
"cell1852","CD34+CD45RA-CLEC12A-"
"cell1853","CD34+CD45RA-CLEC12A-"
"cell1854","CD34+CD45RA-CLEC12A-"
"cell1855","CD34+CD45RA-CLEC12A-"
"cell1856","CD34+CD45RA-CLEC12A-"
"cell1857","CD34+CD45RA-CLEC12A-"
"cell1858","CD34+CD45RA-CLEC12A-"
"cell1859","CD34+CD45RA-CLEC12A+"
"cell1860","CD34+CD45RA-CLEC12A-"
"cell1861","CD34+CD45RA-CLEC12A-"
"cell1862","CD34+CD45RA+CLEC12A+"
"cell1863","CD34+CD45RA+CLEC12A-"
"cell1864","CD34+CD45RA-CLEC12A+"
"cell1865","CD34+CD45RA-CLEC12A+"
"cell1866","CD34+CD45RA-CLEC12A-"
"cell1867","CD34+CD45RA+CLEC12A+"
"cell1868","CD34+CD45RA-CLEC12A-"
"cell1869","CD34+CD45RA-CLEC12A-"
"cell1870","CD34+CD45RA-CLEC12A-"
"cell1871","CD34+CD45RA-CLEC12A-"
"cell1873","CD34+CD45RA-CLEC12A-"
"cell1874","CD34+CD45RA-CLEC12A-"
"cell1875","CD34+CD45RA-CLEC12A-"
"cell1876","CD34+CD45RA-CLEC12A-"
"cell1877","CD34+CD45RA-CLEC12A-"
"cell1878","CD34+CD45RA-CLEC12A-"
"cell1879","CD34+CD45RA-CLEC12A+"
"cell1880","CD34+CD45RA+CLEC12A-"
"cell1881","CD34+CD45RA-CLEC12A-"
"cell1882","CD34+CD45RA+CLEC12A-"
"cell1883","CD34+CD45RA-CLEC12A-"
"cell1884","CD34+CD45RA+CLEC12A-"
"cell1885","CD34+CD45RA-CLEC12A-"
"cell1886","CD34+CD45RA-CLEC12A+"
"cell1887","CD34+CD45RA+CLEC12A-"
"cell1888","CD34+CD45RA-CLEC12A-"
"cell1889","CD34+CD45RA-CLEC12A-"
"cell1890","CD34+CD45RA-CLEC12A-"
"cell1891","CD34+CD45RA-CLEC12A-"
"cell1892","CD34+CD45RA+CLEC12A-"
"cell1893","CD34+CD45RA-CLEC12A+"
"cell1894","CD34+CD45RA-CLEC12A-"
"cell1895","CD34+CD45RA-CLEC12A-"
"cell1896","CD34+CD45RA+CLEC12A+"
"cell1897","CD34+CD45RA-CLEC12A-"
"cell1898","CD34+CD45RA+CLEC12A-"
"cell1899","CD34+CD45RA-CLEC12A-"
"cell1900","CD34+CD45RA-CLEC12A-"
"cell1901","CD34+CD45RA-CLEC12A+"
"cell1902","CD34+CD45RA-CLEC12A-"
"cell1903","CD34+CD45RA-CLEC12A-"
"cell1904","CD34+CD45RA-CLEC12A-"
"cell1905","CD34+CD45RA-CLEC12A-"
"cell1906","CD34+CD45RA-CLEC12A-"
"cell1907","CD34+CD45RA+CLEC12A-"
"cell1908","CD34+CD45RA-CLEC12A-"
"cell1909","CD34+CD45RA-CLEC12A-"
"cell1910","CD34+CD45RA-CLEC12A-"
"cell1911","CD34+CD45RA+CLEC12A-"
"cell1912","CD34+CD45RA-CLEC12A-"
"cell1913","CD34+CD45RA-CLEC12A-"
"cell1914","CD34+CD45RA-CLEC12A-"
"cell1915","CD34+CD45RA-CLEC12A-"
"cell1916","CD34+CD45RA+CLEC12A-"
"cell1917","CD34+CD45RA-CLEC12A-"
"cell1918","CD34+CD45RA-CLEC12A-"
"cell1919","CD34+CD45RA+CLEC12A+"
"cell1920","CD34+CD45RA-CLEC12A-"
"cell1921","CD34+CD45RA-CLEC12A+"
"cell1922","CD34+CD45RA-CLEC12A-"
"cell1923","CD34+CD45RA-CLEC12A+"
"cell1924","CD34+CD45RA+CLEC12A-"
"cell1925","CD34+CD45RA-CLEC12A-"
"cell1926","CD34+CD45RA-CLEC12A-"
"cell1927","CD34+CD45RA+CLEC12A-"
"cell1928","CD34+CD45RA-CLEC12A-"
"cell1929","CD34+CD45RA+CLEC12A+"
"cell1930","CD34+CD45RA-CLEC12A-"
"cell1931","CD34+CD45RA-CLEC12A-"
"cell1932","CD34+CD45RA+CLEC12A-"
"cell1933","CD34+CD45RA+CLEC12A-"
"cell1934","CD34+CD45RA+CLEC12A+"
"cell1935","CD34+CD45RA-CLEC12A-"
"cell1936","CD34+CD45RA-CLEC12A-"
"cell1938","CD34+CD45RA-CLEC12A+"
"cell1939","CD34+CD45RA-CLEC12A-"
"cell1940","CD34+CD45RA+CLEC12A-"
"cell1941","CD34+CD45RA-CLEC12A-"
"cell1942","CD34+CD45RA-CLEC12A-"
"cell1943","CD34+CD45RA-CLEC12A-"
"cell1944","CD34+CD45RA-CLEC12A-"
"cell1945","CD34+CD45RA-CLEC12A-"
"cell1946","CD34+CD45RA+CLEC12A-"
"cell1947","CD34+CD45RA-CLEC12A-"
"cell1949","CD34+CD45RA-CLEC12A-"
"cell1950","CD34+CD45RA-CLEC12A-"
"cell1951","CD34+CD45RA-CLEC12A-"
"cell1953","CD34+CD45RA-CLEC12A-"
"cell1954","CD34+CD45RA+CLEC12A-"
"cell1955","CD34+CD45RA-CLEC12A-"
"cell1956","CD34+CD45RA+CLEC12A-"
"cell1957","CD34+CD45RA-CLEC12A-"
"cell1958","CD34+CD45RA-CLEC12A-"
"cell1959","CD34+CD45RA-CLEC12A-"
"cell1960","CD34+CD45RA+CLEC12A-"
"cell1961","CD34+CD45RA+CLEC12A-"
"cell1962","CD34+CD45RA-CLEC12A-"
"cell1963","CD34+CD45RA+CLEC12A-"
"cell1964","CD34+CD45RA+CLEC12A-"
"cell1965","CD34+CD45RA-CLEC12A-"
"cell1966","CD34+CD45RA-CLEC12A+"
"cell1967","CD34+CD45RA-CLEC12A-"
"cell1968","CD34+CD45RA-CLEC12A-"
"cell1969","CD34+CD45RA-CLEC12A-"
"cell1970","CD34+CD45RA-CLEC12A-"
"cell1971","CD34+CD45RA-CLEC12A-"
"cell1972","CD34+CD45RA+CLEC12A-"
"cell1973","CD34+CD45RA-CLEC12A+"
"cell1974","CD34+CD45RA-CLEC12A-"
"cell1976","CD34+CD45RA-CLEC12A+"
"cell1977","CD34+CD45RA-CLEC12A-"
"cell1978","CD34+CD45RA-CLEC12A-"
"cell1979","CD34+CD45RA+CLEC12A-"
"cell1980","CD34+CD45RA-CLEC12A-"
"cell1981","CD34+CD45RA-CLEC12A-"
"cell1982","CD34+CD45RA-CLEC12A-"
"cell1983","CD34+CD45RA-CLEC12A-"
"cell1984","CD34+CD45RA-CLEC12A-"
"cell1985","CD34+CD45RA-CLEC12A+"
"cell1986","CD34+CD45RA-CLEC12A-"
"cell1987","CD34+CD45RA+CLEC12A-"
"cell1988","CD34+CD45RA-CLEC12A-"
"cell1990","CD34+CD45RA+CLEC12A-"
"cell1991","CD34+CD45RA-CLEC12A-"
"cell1992","CD34+CD45RA-CLEC12A-"
"cell1994","CD34+CD45RA-CLEC12A-"
"cell1995","CD34+CD45RA+CLEC12A-"
"cell1996","CD34+CD45RA+CLEC12A-"
"cell1998","CD34+CD45RA-CLEC12A-"
"cell1999","CD34+CD45RA+CLEC12A+"
"cell2000","CD34+CD45RA-CLEC12A-"
"cell2001","CD34+CD45RA+CLEC12A-"
"cell2002","CD34+CD45RA-CLEC12A-"
"cell2003","CD34+CD45RA-CLEC12A-"
"cell2004","CD34+CD45RA-CLEC12A-"
"cell2005","CD34+CD45RA-CLEC12A-"
"cell2006","CD34+CD45RA+CLEC12A+"
"cell2007","CD34+CD45RA-CLEC12A-"
"cell2008","CD34+CD45RA-CLEC12A-"
"cell2009","CD34+CD45RA-CLEC12A+"
"cell2010","CD34+CD45RA-CLEC12A+"
"cell2011","CD34+CD45RA-CLEC12A-"
"cell2012","CD34+CD45RA-CLEC12A-"
"cell2014","CD34+CD45RA-CLEC12A-"
"cell2015","CD34+CD45RA-CLEC12A-"
"cell2016","CD34+CD45RA-CLEC12A-"
"cell2017","CD34+CD45RA-CLEC12A-"
"cell2018","CD34+CD45RA-CLEC12A-"
"cell2019","CD34+CD45RA-CLEC12A-"
"cell2020","CD34+CD45RA-CLEC12A-"
"cell2021","CD34+CD45RA-CLEC12A+"
"cell2022","CD34+CD45RA-CLEC12A+"
"cell2023","CD34+CD45RA-CLEC12A-"
"cell2024","CD34+CD45RA+CLEC12A-"
"cell2025","CD34+CD45RA-CLEC12A-"
"cell2026","CD34+CD45RA-CLEC12A-"
"cell2027","CD34+CD45RA-CLEC12A-"
"cell2028","CD34+CD45RA-CLEC12A-"
"cell2029","CD34+CD45RA-CLEC12A-"
"cell2030","CD34+CD45RA-CLEC12A+"
"cell2031","CD34+CD45RA-CLEC12A-"
"cell2032","CD34+CD45RA-CLEC12A-"
"cell2033","CD34+CD45RA-CLEC12A-"
"cell2034","CD34+CD45RA-CLEC12A-"
"cell2035","CD34+CD45RA-CLEC12A-"
"cell2036","CD34+CD45RA+CLEC12A-"
"cell2037","CD34+CD45RA-CLEC12A-"
"cell2038","CD34+CD45RA-CLEC12A-"
"cell2039","CD34+CD45RA+CLEC12A-"
"cell2040","CD34+CD45RA-CLEC12A-"
"cell2041","CD34+CD45RA-CLEC12A-"
"cell2042","CD34+CD45RA-CLEC12A-"
"cell2043","CD34+CD45RA-CLEC12A-"
"cell2044","CD34+CD45RA-CLEC12A+"
"cell2045","CD34+CD45RA-CLEC12A+"
"cell2046","CD34+CD45RA-CLEC12A-"
"cell2048","CD34+CD45RA-CLEC12A-"
"cell2049","CD34+CD45RA-CLEC12A-"
"cell2050","CD34+CD45RA-CLEC12A-"
"cell2051","CD34+CD45RA-CLEC12A+"
"cell2052","CD34+CD45RA-CLEC12A-"
"cell2053","CD34+CD45RA-CLEC12A-"
"cell2054","CD34+CD45RA-CLEC12A-"
"cell2055","CD34+CD45RA-CLEC12A-"
"cell2056","CD34+CD45RA+CLEC12A-"
"cell2057","CD34+CD45RA-CLEC12A-"
"cell2058","CD34+CD45RA-CLEC12A-"
"cell2059","CD34+CD45RA-CLEC12A-"
"cell2060","CD34+CD45RA-CLEC12A+"
"cell2061","CD34+CD45RA-CLEC12A+"
"cell2062","CD34+CD45RA-CLEC12A-"
"cell2063","CD34+CD45RA-CLEC12A-"
"cell2064","CD34+CD45RA-CLEC12A-"
"cell2065","CD34+CD45RA-CLEC12A+"
"cell2066","CD34+CD45RA-CLEC12A-"
"cell2067","CD34+CD45RA-CLEC12A-"
"cell2068","CD34+CD45RA+CLEC12A-"
"cell2069","CD34+CD45RA-CLEC12A-"
"cell2070","CD34+CD45RA-CLEC12A-"
"cell2071","CD34+CD45RA-CLEC12A-"
"cell2072","CD34+CD45RA-CLEC12A-"
"cell2073","CD34+CD45RA-CLEC12A-"
"cell2074","CD34+CD45RA-CLEC12A-"
"cell2075","CD34+CD45RA-CLEC12A-"
"cell2076","CD34+CD45RA-CLEC12A-"
"cell2077","CD34+CD45RA-CLEC12A+"
"cell2078","CD34+CD45RA-CLEC12A+"
"cell2079","CD34+CD45RA-CLEC12A+"
"cell2080","CD34+CD45RA-CLEC12A-"
"cell2081","CD34+CD45RA-CLEC12A-"
"cell2082","CD34+CD45RA-CLEC12A-"
"cell2083","CD34+CD45RA-CLEC12A-"
"cell2084","CD34+CD45RA+CLEC12A-"
"cell2085","CD34+CD45RA-CLEC12A-"
"cell2086","CD34+CD45RA+CLEC12A-"
"cell2087","CD34+CD45RA-CLEC12A-"
"cell2088","CD34+CD45RA-CLEC12A-"
"cell2089","CD34+CD45RA-CLEC12A-"
"cell2090","CD34+CD45RA-CLEC12A-"
"cell2091","CD34+CD45RA-CLEC12A-"
"cell2092","CD34+CD45RA-CLEC12A-"
"cell2093","CD34+CD45RA-CLEC12A+"
"cell2094","CD34+CD45RA-CLEC12A-"
"cell2095","CD34+CD45RA-CLEC12A-"
"cell2096","CD34+CD45RA-CLEC12A+"
"cell2097","CD34+CD45RA-CLEC12A+"
"cell2098","CD34+CD45RA+CLEC12A-"
"cell2099","CD34+CD45RA-CLEC12A-"
"cell2100","CD34+CD45RA-CLEC12A-"
"cell2101","CD34+CD45RA-CLEC12A-"
"cell2102","CD34+CD45RA-CLEC12A-"
"cell2103","CD34+CD45RA+CLEC12A-"
"cell2104","CD34+CD45RA-CLEC12A-"
"cell2105","CD34+CD45RA+CLEC12A-"
"cell2106","CD34+CD45RA-CLEC12A-"
"cell2108","CD34+CD45RA-CLEC12A-"
"cell2109","CD34+CD45RA-CLEC12A-"
"cell2110","CD34+CD45RA+CLEC12A-"
"cell2111","CD34+CD45RA+CLEC12A-"
"cell2112","CD34+CD45RA+CLEC12A+"
"cell2113","CD34+CD45RA-CLEC12A-"
"cell2114","CD34+CD45RA-CLEC12A-"
"cell2115","CD34+CD45RA+CLEC12A+"
"cell2116","CD34+CD45RA-CLEC12A+"
"cell2117","CD34+CD45RA-CLEC12A-"
"cell2118","CD34+CD45RA+CLEC12A-"
"cell2119","CD34+CD45RA-CLEC12A-"
"cell2120","CD34+CD45RA-CLEC12A-"
"cell2121","CD34+CD45RA-CLEC12A-"
"cell2122","CD34+CD45RA+CLEC12A-"
"cell2123","CD34+CD45RA-CLEC12A-"
"cell2124","CD34+CD45RA-CLEC12A-"
"cell2125","CD34+CD45RA+CLEC12A-"
"cell2126","CD34+CD45RA-CLEC12A-"
"cell2127","CD34+CD45RA-CLEC12A-"
"cell2128","CD34+CD45RA+CLEC12A-"
"cell2129","CD34+CD45RA+CLEC12A-"
"cell2130","CD34+CD45RA+CLEC12A-"
"cell2131","CD34+CD45RA-CLEC12A-"
"cell2132","CD34+CD45RA-CLEC12A-"
"cell2133","CD34+CD45RA+CLEC12A+"
"cell2134","CD34+CD45RA-CLEC12A-"
"cell2135","CD34+CD45RA+CLEC12A-"
"cell2136","CD34+CD45RA-CLEC12A-"
"cell2137","CD34+CD45RA-CLEC12A-"
"cell2138","CD34+CD45RA-CLEC12A-"
"cell2140","CD34+CD45RA-CLEC12A-"
"cell2141","CD34+CD45RA-CLEC12A-"
"cell2142","CD34+CD45RA-CLEC12A-"
"cell2143","CD34+CD45RA+CLEC12A+"
"cell2144","CD34+CD45RA-CLEC12A+"
"cell2145","CD34+CD45RA+CLEC12A-"
"cell2146","CD34+CD45RA-CLEC12A+"
"cell2147","CD34+CD45RA-CLEC12A-"
"cell2148","CD34+CD45RA-CLEC12A-"
"cell2149","CD34+CD45RA-CLEC12A-"
"cell2150","CD34+CD45RA+CLEC12A-"
"cell2151","CD34+CD45RA-CLEC12A-"
"cell2152","CD34+CD45RA-CLEC12A-"
"cell2153","CD34+CD45RA-CLEC12A+"
"cell2154","CD34+CD45RA-CLEC12A-"
"cell2155","CD34+CD45RA+CLEC12A-"
"cell2156","CD34+CD45RA-CLEC12A-"
"cell2157","CD34+CD45RA-CLEC12A-"
"cell2158","CD34+CD45RA+CLEC12A-"
"cell2159","CD34+CD45RA-CLEC12A-"
"cell2160","CD34+CD45RA-CLEC12A-"
"cell2161","CD34+CD45RA+CLEC12A-"
"cell2162","CD34+CD45RA-CLEC12A-"
"cell2163","CD34+CD45RA+CLEC12A-"
"cell2164","CD34+CD45RA+CLEC12A-"
"cell2165","CD34+CD45RA-CLEC12A-"
"cell2166","CD34+CD45RA-CLEC12A-"
"cell2167","CD34+CD45RA-CLEC12A-"
"cell2168","CD34+CD45RA-CLEC12A-"
"cell2169","CD34+CD45RA-CLEC12A-"
"cell2170","CD34+CD45RA-CLEC12A-"
"cell2172","CD34+CD45RA-CLEC12A-"
"cell2173","CD34+CD45RA-CLEC12A-"
"cell2174","CD34+CD45RA-CLEC12A-"
"cell2175","CD34+CD45RA+CLEC12A-"
"cell2176","CD34+CD45RA+CLEC12A-"
"cell2177","CD34+CD45RA-CLEC12A-"
"cell2178","CD34+CD45RA-CLEC12A-"
"cell2179","CD34+CD45RA-CLEC12A-"
"cell2180","CD34+CD45RA-CLEC12A-"
"cell2181","CD34+CD45RA-CLEC12A-"
"cell2182","CD34+CD45RA-CLEC12A+"
"cell2183","CD34+CD45RA-CLEC12A-"
"cell2184","CD34+CD45RA-CLEC12A-"
"cell2185","CD34+CD45RA-CLEC12A-"
"cell2186","CD34+CD45RA+CLEC12A-"
"cell2187","CD34+CD45RA-CLEC12A+"
"cell2188","CD34+CD45RA-CLEC12A-"
"cell2189","CD34+CD45RA+CLEC12A-"
"cell2190","CD34+CD45RA+CLEC12A-"
"cell2191","CD34+CD45RA-CLEC12A-"
"cell2192","CD34+CD45RA-CLEC12A-"
"cell2193","CD34+CD45RA-CLEC12A-"
"cell2194","CD34+CD45RA-CLEC12A-"
"cell2195","CD34+CD45RA-CLEC12A-"
"cell2196","CD34+CD45RA-CLEC12A-"
"cell2197","CD34+CD45RA-CLEC12A-"
"cell2198","CD34+CD45RA+CLEC12A-"
"cell2199","CD34+CD45RA+CLEC12A-"
"cell2200","CD34+CD45RA-CLEC12A-"
"cell2201","CD34+CD45RA+CLEC12A-"
"cell2202","CD34+CD45RA-CLEC12A-"
"cell2203","CD34+CD45RA-CLEC12A+"
"cell2204","CD34+CD45RA-CLEC12A-"
"cell2205","CD34+CD45RA-CLEC12A-"
"cell2206","CD34+CD45RA+CLEC12A-"
"cell2207","CD34+CD45RA-CLEC12A-"
"cell2208","CD34+CD45RA-CLEC12A-"
"cell2209","CD34+CD45RA-CLEC12A-"
"cell2210","CD34+CD45RA-CLEC12A-"
"cell2211","CD34+CD45RA-CLEC12A+"
"cell2212","CD34+CD45RA-CLEC12A-"
"cell2213","CD34+CD45RA-CLEC12A+"
"cell2214","CD34+CD45RA-CLEC12A-"
"cell2215","CD34+CD45RA-CLEC12A-"
"cell2216","CD34+CD45RA-CLEC12A-"
"cell2217","CD34+CD45RA-CLEC12A-"
"cell2218","CD34+CD45RA-CLEC12A-"
"cell2219","CD34+CD45RA-CLEC12A+"
"cell2220","CD34+CD45RA-CLEC12A+"
"cell2221","CD34+CD45RA+CLEC12A-"
"cell2223","CD34+CD45RA-CLEC12A-"
"cell2224","CD34+CD45RA-CLEC12A-"
"cell2225","CD34+CD45RA-CLEC12A-"
"cell2226","CD34+CD45RA-CLEC12A-"
"cell2227","CD34+CD45RA-CLEC12A-"
"cell2228","CD34+CD45RA+CLEC12A-"
"cell2229","CD34+CD45RA-CLEC12A-"
"cell2230","CD34+CD45RA-CLEC12A+"
"cell2231","CD34+CD45RA-CLEC12A-"
"cell2232","CD34+CD45RA+CLEC12A-"
"cell2234","CD34+CD45RA-CLEC12A-"
"cell2235","CD34+CD45RA-CLEC12A-"
"cell2236","CD34+CD45RA-CLEC12A-"
"cell2237","CD34+CD45RA-CLEC12A-"
"cell2238","CD34+CD45RA-CLEC12A-"
"cell2239","CD34+CD45RA-CLEC12A-"
"cell2240","CD34+CD45RA-CLEC12A-"
"cell2241","CD34+CD45RA-CLEC12A-"
"cell2242","CD34+CD45RA+CLEC12A-"
"cell2243","CD34+CD45RA-CLEC12A-"
"cell2244","CD34+CD45RA+CLEC12A-"
"cell2245","CD34+CD45RA+CLEC12A-"
"cell2246","CD34+CD45RA-CLEC12A-"
"cell2248","CD34+CD45RA-CLEC12A-"
"cell2249","CD34+CD45RA-CLEC12A-"
"cell2250","CD34+CD45RA-CLEC12A-"
"cell2251","CD34+CD45RA-CLEC12A-"
"cell2252","CD34+CD45RA-CLEC12A-"
"cell2253","CD34+CD45RA+CLEC12A-"
"cell2254","CD34+CD45RA-CLEC12A+"
"cell2255","CD34+CD45RA-CLEC12A-"
"cell2256","CD34+CD45RA-CLEC12A-"
"cell2257","CD34+CD45RA-CLEC12A-"
"cell2258","CD34+CD45RA-CLEC12A-"
"cell2260","CD34+CD45RA-CLEC12A-"
"cell2261","CD34+CD45RA+CLEC12A+"
"cell2263","CD34+CD45RA-CLEC12A+"
"cell2264","CD34+CD45RA-CLEC12A-"
"cell2265","CD34+CD45RA-CLEC12A-"
"cell2266","CD34+CD45RA+CLEC12A-"
"cell2267","CD34+CD45RA-CLEC12A-"
"cell2268","CD34+CD45RA-CLEC12A-"
"cell2269","CD34+CD45RA-CLEC12A-"
"cell2270","CD34+CD45RA-CLEC12A-"
"cell2272","CD34+CD45RA+CLEC12A-"
"cell2273","CD34+CD45RA-CLEC12A-"
"cell2274","CD34+CD45RA-CLEC12A-"
"cell2275","CD34+CD45RA-CLEC12A-"
"cell2276","CD34+CD45RA-CLEC12A-"
"cell2277","CD34+CD45RA-CLEC12A-"
"cell2278","CD34+CD45RA+CLEC12A-"
"cell2279","CD34+CD45RA-CLEC12A-"
"cell2280","CD34+CD45RA-CLEC12A-"
"cell2281","CD34+CD45RA+CLEC12A-"
"cell2282","CD34+CD45RA-CLEC12A-"
"cell2283","CD34+CD45RA-CLEC12A+"
"cell2284","CD34+CD45RA+CLEC12A+"
"cell2285","CD34+CD45RA+CLEC12A-"
"cell2286","CD34+CD45RA+CLEC12A-"
"cell2287","CD34+CD45RA-CLEC12A-"
"cell2288","CD34+CD45RA-CLEC12A-"
"cell2289","CD34+CD45RA+CLEC12A-"
"cell2290","CD34+CD45RA-CLEC12A-"
"cell2291","CD34+CD45RA-CLEC12A-"
"cell2292","CD34+CD45RA-CLEC12A-"
"cell2293","CD34+CD45RA+CLEC12A-"
"cell2294","CD34+CD45RA-CLEC12A-"
"cell2295","CD34+CD45RA-CLEC12A-"
"cell2296","CD34+CD45RA-CLEC12A-"
"cell2297","CD34+CD45RA-CLEC12A-"
"cell2298","CD34+CD45RA-CLEC12A-"
"cell2299","CD34+CD45RA-CLEC12A-"
"cell2300","CD34+CD45RA-CLEC12A-"
"cell2301","CD34+CD45RA-CLEC12A-"
"cell2302","CD34+CD45RA-CLEC12A-"
"cell2303","CD34+CD45RA-CLEC12A-"
"cell2304","CD34+CD45RA-CLEC12A-"
"cell2305","CD34+CD45RA+CLEC12A+"
"cell2306","CD34+CD45RA-CLEC12A-"
"cell2307","CD34+CD45RA-CLEC12A-"
"cell2309","CD34+CD45RA-CLEC12A-"
"cell2310","CD34+CD45RA-CLEC12A-"
"cell2311","CD34+CD45RA-CLEC12A-"
"cell2312","CD34+CD45RA-CLEC12A-"
"cell2313","CD34+CD45RA+CLEC12A-"
"cell2314","CD34+CD45RA+CLEC12A-"
"cell2315","CD34+CD45RA+CLEC12A-"
"cell2316","CD34+CD45RA-CLEC12A-"
"cell2317","CD34+CD45RA-CLEC12A-"
"cell2318","CD34+CD45RA-CLEC12A-"
"cell2319","CD34+CD45RA-CLEC12A-"
"cell2320","CD34+CD45RA-CLEC12A-"
"cell2321","CD34+CD45RA-CLEC12A-"
"cell2322","CD34+CD45RA-CLEC12A-"
"cell2323","CD34+CD45RA-CLEC12A-"
"cell2324","CD34+CD45RA+CLEC12A-"
"cell2325","CD34+CD45RA+CLEC12A-"
"cell2326","CD34+CD45RA-CLEC12A+"
"cell2327","CD34+CD45RA-CLEC12A-"
"cell2328","CD34+CD45RA+CLEC12A-"
"cell2329","CD34+CD45RA-CLEC12A-"
"cell2330","CD34+CD45RA-CLEC12A-"
"cell2331","CD34+CD45RA+CLEC12A-"
"cell2332","CD34+CD45RA-CLEC12A-"
"cell2333","CD34+CD45RA-CLEC12A-"
"cell2334","CD34+CD45RA-CLEC12A-"
"cell2335","CD34+CD45RA+CLEC12A+"
"cell2336","CD34+CD45RA-CLEC12A-"
"cell2337","CD34+CD45RA+CLEC12A-"
"cell2338","CD34+CD45RA-CLEC12A+"
"cell2340","CD34+CD45RA-CLEC12A-"
"cell2341","CD34+CD45RA-CLEC12A+"
"cell2342","CD34+CD45RA-CLEC12A-"
"cell2343","CD34+CD45RA-CLEC12A-"
"cell2344","CD34+CD45RA-CLEC12A+"
"cell2345","CD34+CD45RA+CLEC12A-"
"cell2346","CD34+CD45RA-CLEC12A-"
"cell2347","CD34+CD45RA-CLEC12A+"
"cell2348","CD34+CD45RA-CLEC12A-"
"cell2349","CD34+CD45RA-CLEC12A-"
"cell2350","CD34+CD45RA-CLEC12A-"
